callsign_ogrinal,flag_normalized,imo,mmsi,my_vessel_type,port_of_registry,service_speed,teu,trial_speed,vessel_name_original,depth_moulded,draught,length_registered,deadweight,gross_tonnage,net_tonnage,ism_manager_name,owner_name,year_of_built,eng_total_bhp,eng_total_kw
A8LL8,Liberia,9357080,636017730,Container,MONROVIA,21.6,2130,,CHIQUITA VENTURE,15.2,11,195.3,30573,22801,11010,NSB NIEDERELBE SCHIFFAHRTSGES,CONTI 53 CONTI SALOME,2007,13939,10395
CQIT8,Portugal,9357092,255806066,Container,Monrovia,22.3,2130,,AS ANGELINA,15.2,11,195.3,30607,22801,11010,NSB NIEDERELBE SCHIFFAHRTSGES,Conti 54. Container Schifffahrts-GmbH & Co. KG MS CONTI ELEKTRA,2007,27880,20790
9HA3826,Malta,9357107,256119000,Container,Valletta,22.3,2130,,GEORGIA TRADER,15.2,11,195.3,30608,22801,11010,UNITEAM MARINE SHIPPING GMBH,MS Georgia Trader GmbH & Co. KG,2007,13939,10395
A8OF7,Liberia,9357119,636017731,Container,MONROVIA,22.3,2130,,CHIQUITA PROGRESS,15.2,11,195.3,30562,22801,11010,NSB NIEDERELBE SCHIFFAHRTSGES,CONTI 56 CONTI ARABELLA,2007,27879,20790
9HA3878,Malta,9357121,256302000,Container,Valletta,22.3,2130,,LOUISIANA TRADER,15.2,11,195.3,30580,22801,11010,UNITEAM MARINE SHIPPING GMBH,MS LOUISIANA TRADER GmbH & Co. KG,2008,27880,20790
CQGJ,Portugal,9357523,255805659,Container,Madeira,19,1713,,TORRES STRAIT,13.8,9.5,166.23,23314,18123,7996,CARSTEN REHDER SCHIFFSMAKLER,MS TORRES STRAIT GmbH & Co. KG,2008,22341,16660
CQIP,Portugal,9357535,255805565,Container,Madeira,20,1700,,MCC SEOUL,13.8,9.5,166.23,22314,18123,7996,CARSTEN REHDER SCHIFFSMAKLER,Quarterdeck Shipping II GmbH & Co. KG,2008,21215,15820
CQIQ,Portugal,9357547,255805566,Container,Madeira,19,1700,,MCC KYOTO,13.8,9.5,166.23,22314,18123,7996,CARSTEN REHDER SCHIFFSMAKLER,Quarterdeck Shipping III GmbH & Co. KG,2008,21196,15806
V7MO8,Marshall Islands,9357781,538002880,Container,MAJURO,20,1706,,KING CRIMSON,14.2,10,175.31,24150,17964,8666,COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND) GMBH,KING BYRON SHIPPING CO LTD,2007,21168,15785
A8OY2,Liberia,9357793,636013735,Container,MONROVIA,21,1706,,MOONCHILD,14.2,10,175.31,24090,17964,8666,COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND) GMBH,KING BRIAN SCHIFFAHRTS GMBH,2008,16896,12600
9HLM9,Malta,9357808,249136000,Container,VALLETTA,22,1706,,KING BASIL,14.2,10,175.31,24092,17964,8666,COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND) GMBH,KING BASIL SCHIFFAHRTS GMBH,2008,16896,12600
V7OR7,Marshall Islands,9357810,538003142,Container,MAJURO,21,1706,,VENTO DI NORTADA,14.2,10,175.31,24095,17964,8666,COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND) GMBH,KING BRUCE SHIPPING CO LTD,2008,16896,12600
A8TE8,Liberia,9357846,636091823,Container,Monrovia,16,1732,,RHL AUDACIA,14.3,10.9,167.45,23745,18480,10277,RHL Reederei Hamburger Lloyd GmbH & CO KG,RHL HAMBURGER LLOYD SHIPPING,2007,22341,16660
A8LZ6,Liberia,9357858,636091310,Container,Monrovia,16,1740,,HANSA DRAKENBURG,14.3,10.91,166.1,23465,18327,10908,LEONHARDT & BLUMBERG REEDEREI,Schiffahrts-Gesellschaft HANSA DRAKENBURG mbH & Co. KG,2007,22341,16660
A8NG3,Liberia,9357860,636091413,Container,MONROVIA,20.5,1740,,HANSA CLOPPENBURG,14.3,10.9,166.1,23451,18327,10908,LEONHARDT & BLUMBERG REEDEREI,Schiffahrts-Gesellschaft HANSA CLOPPENBURG mbH & Co. KG,2007,22341,16660
A8JE9,Liberia,9357872,636091081,Container,Monrovia,20,1732,,FRITZ REUTER,14.3,10.9,167.45,23732,18480,10277,NORDDEUTSCHE REEDEREI SCHULDT,KG MS FRITZ REUTER Schiffahrtsges. mbH & Co.,2006,22341,16660
CQDG,Portugal,9357949,255805783,Container,HAMBURG,25,4000,,MONTE TAMARO,24.2,13.2,260.87,71587,69132,34823,COLUMBUS SHIPMANAGEMENT GMBH,MONTE TAMARO GMBH &amp; CO KG,2007,61346,45746
D5CT8,Liberia,9357951,636092451,Container,MONROVIA,23.3,5560,,RIO DE LA PLATA,24.2,12.5,275.28,80454,73899,31228,COLUMBUS SHIPMANAGEMENT GMBH,RIO DE LA PLATA GMBH &amp; CO KG,2008,61365,45760
DDID2,Germany,9357963,218469000,Container,HAMBURG,24.7,5560,,RIO DE JANEIRO,24.2,13.5,275.28,80398,73899,39673,COLUMBUS SHIPMANAGEMENT GMBH,RIO DE JANEIRO GMBH & CO KG,2008,61365,45760
DFVY2,Germany,9357975,218713000,Container,HAMBURG,23.3,5900,,RIO NEGRO,24.2,12.5,275.28,80409,73899,39673,COLUMBUS SHIPMANAGEMENT GMBH,RIO NEGRO GMBH &amp; CO KG,2008,61365,45760
VRBK8,Hong Kong,9358008,477079500,Container,HONG KONG,17,698,,OSG BOSSTEC,10.8,7.4,121.24,8261,7464,3085,SHANGHAI ANRITA SHPG CO LTD,BOSSTEC MARITIME LTD,2005,9655,7200
A8JU3,Liberia,9358436,636091140,Container,Monrovia,22.4,3400,,BOMAR RENAISSANCE,16.56,12,212,44174,35574,19407,HAMMONIA REEDEREI GMBH,Bomar Alpha LLC,2006,38728,28880
A8IH3,Liberia,9358527,636090977,Container,MONROVIA,17,698,,VEGA LAMBDA,10.8,7.4,121.24,8272,7464,3085,VEGA-REEDEREI GMBH & CO KG,VEGA LAMBDA,2006,9655,7200
9HA4351,Malta,9358539,249718000,Container,MONROVIA,16,698,,MAX PRIDE,10.8,7.4,121.24,8306,7464,3097,OSM SHIP MANAGEMENT PTE,BMAX SHIPPING 5200 BV,2006,9655,7200
C6XF2,Bahamas,9358761,,Container,NASSAU,25,8100,,MOL COMFORT,25,14.54,303.18,90613,86692,48825,MOL SHIP MANAGEMENT SINGAPORE PTE LTD,URAL CONTAINER CARRIERS SA,2008,84377,62920
9HYK8,Malta,9358890,256600000,Container,Valletta,19,1300,,BALKAN,13.9,10,151.35,17004,15633,6717,AMAZSA,New World Shipping Co. N.V.,2007,18184,13560
A8TT2,Liberia,9358905,636091854,Container,Monrovia,19,1300,,HELUAN,13.9,9.9,151.35,16960,15633,6717,ER SCHIFFAHRT GMBH & CIE KG,Kommanditgesellschaft MS HELUAN Schiffahrtsgesellschaft mbH & Co.,2007,18184,13560
OZBY2,Denmark,9359002,220593000,Container,K__enhavn,25,7668,,GERNER MAERSK,24.1,15.5,351.08,115993,99002,50732,MAERSK LINE A/S,MAERSK LINE A/S,2008,93000,69350
OUIY2,Denmark,9359014,220594000,Container,Drag__,25,7668,,GUNDE MAERSK,24.1,15.5,351.08,115993,99002,50732,MAERSK LINE A/S,MAERSK LINE A/S,2008,93000,69350
OUJI2,Denmark,9359026,220595000,Container,Ringk__ing,25,7668,,GUNHILDE MAERSK,24.1,15.5,351.08,115993,98268,50732,MAERSK LINE A/S,MAERSK LINE A/S,2008,84000,62638
OUJK2,Denmark,9359038,220596000,Container,R__ne,25,7668,,GUSTAV MAERSK,24.1,15.5,351.08,115993,99002,50732,MAERSK LINE A/S,MAERSK LINE A/S,2008,,
OUJN2,Denmark,9359040,220597000,Container,Skovshoved,25,7668,,GUTHORM MAERSK,24.1,15.5,351.08,115993,99002,50732,MAERSK LINE A/S,MAERSK LINE A/S,2009,93000,69350
OUJS2,Denmark,9359052,220598000,Container,Skagen,25,9418,,GERDA MAERSK,24.1,15.5,351.08,116100,99002,50732,MAERSK LINE A/S,MAERSK LINE A/S,2009,84000,62638
C4ER2,Cyprus,9359105,209534000,Container,Limassol,20,1100,,ASIAN SUN,11.5,9,141.37,13719,9956,5032,MARLOW NAVIGATION CO LTD,ASIAN SUN SHIPPING CO LTD,2006,13048,9730
C4EQ2,Cyprus,9359117,209570000,Container,Limassol,20,1100,,ASIAN MOON,11.5,9,141.37,13670,9956,5032,MARLOW NAVIGATION CO LTD,ASIAN MOON SHIPPING CO LTD,2006,13048,9730
PBKY,Netherlands,9359258,244874000,Container,Harlingen,19.8,1440,,EMOTION,14.2,9.5,161.4,20091,15924,6251,JR SHIP MANAGEMENT BV,EMOTION BEWAARDER BV,2008,16950,12640
V2EL5,Antigua and Barbuda,9359260,305468000,Container,ST. JOHN'S,19.8,1440,,CHRISTOPHER,14.2,9.5,161.4,20073,16023,6251,Reederei Rudolf Schepers GmbH & CO. KG,5 NAVIGATOR SCHIFFSBETEILIGUNG,2008,16950,12640
V7LH7,Marshall Islands,9359301,538002747,Container,Majuro,19.8,1440,,CAPE FRANKLIN,14.2,9.5,161.4,20322,15995,6251,COLUMBIA SHIPMANAGEMENT LTD,CAPE FRANKLIN SHIPPING CO LTD,2006,,12640
V7LX8,Marshall Islands,9359313,538002823,Container,Majuro,19.8,1440,,CAPE FULMAR,14.2,9.5,161.4,20308,15995,6251,COLUMBIA SHIPMANAGEMENT LTD,CAPE FULMAR SHIPPING CO LTD,2007,16950,12640
V7PF6,Marshall Islands,9359325,538003221,Container,Majuro,19.8,1440,,CAPE FERROL,14.2,9.5,161.4,20347,15995,6251,COLUMBIA SHIPMANAGEMENT LTD,Cape Ferrol Shipping Co Ltd,2008,16950,12640
9VEY2,Singapore,9359674,565730000,Container,SINGAPORE,19,907,,FORUM PACIFIC,10.8,8.12,135.23,12985,9725,4512,ANGLO-EASTERN MARITIME SERVICE,PACIFIC INTERNATIONAL LINES,2008,,6150
9VEY3,Singapore,9359686,565828000,Container,SINGAPORE,19,907,,CAPITAINE COOK,10.8,8.12,135.23,12997,9725,4512,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,2008,8247,6150
3EKB7,Panama,9359715,372676000,Container,PANAMA,22.2,2401,,CHITTAGONG,16.6,9.8,189.51,33662,27104,11856,ALFA SHIP MANAGERS PTE LTD,MI-DAS LINE SA,2007,29147,21735
BICQ,Panama,9359727,416023000,Container,PANAMA,22.2,2401,,TS TAICHUNG,16.6,9.8,189.51,33648,27104,11856,ALFA SHIP MANAGERS PTE LTD,MI-DAS LINE SA,2007,29540,22028
MFEP,United Kingdom,9360142,235051085,Container,LONDON,19.42,1691,,CMA CGM HERODOTE,14,9.36,,21257,17594,7181,Dohle (IOM) Ltd,OCEAN TIANJIN SHIPPING LTD,2007,21215,15820
MRPN4,United Kingdom,9360154,235054581,Container,LONDON,19.42,1691,,CMA CGM ARISTOTE,9.2,9.36,,21267,17594,7181,Dohle (IOM) Ltd,OCEAN TIANKAI SHIPPING LTD,2007,21215,15820
C4SG2,Cyprus,9360245,210516000,Container,Limassol,21,2700,,CAPE MARTIN,16.4,11.4,210.95,37866,28007,13574,COLUMBIA SHIPMANAGEMENT LTD,Kalibra Shipping Co. Ltd.,2007,29194,21770
C4TF2,Cyprus,9360257,212557000,Container,Limassol,21,2700,,PROTOSTAR N,16.4,11.4,210.95,37905,28007,13574,SYNERGY MARINE PTE LTD,Cronus Shipping Co.,2007,27598,20580
5BEX4,Cyprus,9360269,212563000,Container,Limassol,21,2700,,FRED,16.4,11.4,210.95,37938,28007,13574,COLUMBIA SHIPMANAGEMENT LTD,TIS 2. Port International Shipping GmbH,2007,27598,20580
V7XE8,Marshall Islands,9360271,538004461,Container,Majuro,21,2700,,CAPE MAYOR,16.4,11.4,210.95,37909,28007,13574,COLUMBIA SHIPMANAGEMENT (DEUTSCHLAND) GMBH,Cape Mayor Navigation Co. Ltd.,2007,27590,20573
D7OT,"Korea, Republic of",9360283,440389000,Container,PANAMA,19.51,1060,,DONGJIN AUBE,13.7,8.5,136.57,15219,12559,5618,REITAKU KAIUN CO LTD,REITAKU KAIUN/TRADEWIND NAVI,2005,13403,9995
VRBD8,Hong Kong,9360348,477070300,Container,HONG KONG,13.5,525,,CUL SHANTOU,8.8,6.46,,7661,6249,2257,SHENZHEN YONGCHUN INTL SHPG,CU LINES LTD,2005,,3824
V2EQ6,Antigua and Barbuda,9360520,305517000,Container,ST. JOHN'S,18,1012,,UNISEA,9.3,6.98,,10600,9056,4776,UNITAS SCHIFFAHRTSGES MBH & CO. KG,UNISEA UNITAS SCHIFFAHRTSGES,2010,10728,8000
,Gibraltar,9360532,,Container,,14,917,,VOLHARDING 622,,6.9,,10600,8971,,,OWNER UNKNOWN,2014,,
9V3520,Singapore,9360556,563379000,Container,SINGAPORE,18,917,,X-PRESS MEGHNA,9.3,6.98,,10600,8971,4776,Sea Consortium Pte Ltd,CHOON GUAN SHIPPING PTE LTD,2009,10728,8000
9VFL3,Singapore,9360609,565887000,Container,SINGAPORE,22,2858,,ACX DIAMOND,16.8,12.02,213.08,39598,29060,14422,NYK SHIPMANAGEMENT PTE LTD,CARNA SHIPPING PTE LTD,2008,38621,28800
DYUG,Philippines,9360611,548789000,Container,MANILA,22,2858,,ACX CRYSTAL,16.8,12.02,213.08,39565,29060,14422,SEA QUEST SHIP MANAGEMENT INC,OLYMPIC STEAMSHIP CO SA,2008,38728,28880
3ETN4,Panama,9360623,370616000,Container,PANAMA,23,2858,,ACX PEARL,19,12.02,213.08,39580,29060,14422,ANGLO-EASTERN SHIP MANAGEMENT,APUS LINE SHIPPING SA,2008,,
A8QD6,Liberia,9360697,636091614,Container,Monrovia,22,2500,,APOLLON D,16.4,11.6,198.12,34361,26358,12990,DOEHLE P,APOLLON SCHIFFAHRTS,2008,,21660
9V2496,Singapore,9360752,564078000,Container,Singapore,24.2,3630,,SPIRIT OF AUCKLAND,19.3,12.4,242.8,53125,41483,23894,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,AR FIRST NAVIGATION PTE LTD,2007,35081,26160
A8OT2,Liberia,9360764,636018108,Container,Monrovia,24.5,4300,,RIO CADIZ,,13,249.71,55301,40807,24257,AHRENKIEL STEAMSHIP GMBH & CO,RIO CADIZ Schiffahrtsges. mbH & Co. KG,2008,49027,36560
C4XC2,Cyprus,9360910,212276000,Container,LIMASSOL,24,4253,,YM SEATTLE,19.31,12.6,259.99,50813,40030,24450,DANAOS SHIPPING CO LTD,Seacarriers Services Inc.,2007,,
CQBH,Portugal,9360972,255805836,Container,MADEIRA,17.9,801,,DANCE,,8,118.42,8800,7112,3095,WALLEM SHIPMANAGEMENT GMBH,DANCE SCHIFFAHRTSGESELLSCHAFT,2006,11264,8400
C4UJ2,Cyprus,9360984,209350000,Container,LIMASSOL,17.9,801,,IDUNA,9.15,7.82,118.42,8820,7112,3095,UNITAS SCHIFFAHRTSGES MBH & CO. KG,IDUNA SHIPPING CO LTD,2007,11264,8400
5BUK3,Cyprus,9360996,210521000,Container,LIMASSOL,18,905,,CONMAR ISLAND,9.15,5.68,131.02,9002,8032,3615,CONMAR SHIPPING GMBH & CO KG,CONMAR ISLAND SHIPPING CO LTD,2008,12069,9000
BKON4,China,9361067,412429910,Container,,14,716,,XIN QUN DAO,,7.8,,10800,7808,4372,HONG KONG HE HE INTERNATIONAL,ZHOUSHAN HEFENG SHIPPING CO,2005,,
VRBO4,Hong Kong,9361275,477089200,Container,HONG KONG,17,698,,OSG BEAUTEC,10.8,7.4,121.24,8283,7464,3085,SHANGHAI ANRITA SHPG CO LTD,BEAUTEC MARITIME LTD,2005,,
9VFX4,Singapore,9362293,565893000,Container,SINGAPORE,20,1810,,KOTA NAGA,,10.7,,25985,20902,9121,PACIFIC INTERNATIONAL LINES,PST MANAGEMENT PTE LTD,2008,21508,16038
9VHP2,Singapore,9362308,563677000,Container,Singapore,20,1810,,KOTA NALURI,,10.7,,25985,20902,9111,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,2008,22261,16600
9V7848,Singapore,9362310,564677000,Container,SINGAPORE,20,1810,,KOTA NAZAR,,10.7,,25985,20902,9112,PACIFIC INTERNATIONAL LINES,PACIFIC SHIP INVESTMENT PTE,2009,21508,16038
MQBL6,United Kingdom,9362322,235052314,Container,LONDON,19.42,1691,,CMA CGM HOMERE,14,9.36,,21264,17594,7181,Dohle (IOM) Ltd,OCEAN TIANJIE SHIPPING LTD,2007,21215,15820
FNMV,France,9362334,226324000,Container,MARSEILLE,19.42,1691,,MARFRET GUYANE,14,9.36,,18860,17567,7181,MARSEILLE FRET SA,CYPRES BAIL 2 SNC,2007,21215,15820
9V2498,Singapore,9362396,564077000,Container,Singapore,24.2,3630,,SPIRIT OF SINGAPORE,19.3,12.4,242.8,53094,41483,23894,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,AR SECOND NAVIGATION PTE LTD,2007,35081,26160
9V2499,Singapore,9362401,564067000,Container,Singapore,21.5,3630,,SPIRIT OF SHANGHAI,19.3,12.4,242.8,53161,41483,23894,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,A.R. Third Navigation Pte. Ltd.,2007,35081,26160
9V2500,Singapore,9362413,564086000,Container,Singapore,24.2,3630,,SPIRIT OF MELBOURNE,19.3,12.4,242.8,53176,41483,23894,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,A.R. Fourth Navigation Pte. Ltd.,2007,35081,26160
2ACH6,United Kingdom,9362437,235058584,Container,LONDON,19.42,1691,,CMA CGM PLATON,14,9.36,,19430,17594,7181,Dohle (IOM) Ltd,OCEAN TIANKONG SHIPPING LTD,2007,21215,15820
A8OT3,Liberia,9362449,636018064,Container,Monrovia,24.5,4300,,RIO CHARLESTON,,13,249.71,55313,40807,24257,AHRENKIEL STEAMSHIP GMBH & CO,Rio Charleston Schifffahrts UG (haftungsbeschr__kt) & Co. KG,2008,,36560
A8OJ6,Portugal,9362566,255806120,Container,MONROVIA,18,980,,AS LAURETTA,11.2,8.38,138.99,11814,9272,4730,COSMOSHIP MANAGEMENT S.A.,SEA HARMONY NAV CO,2008,8689,6480
3EMT9,Panama,9362700,356298000,Container,Panama,20.5,1795,,KOMATI,15.9,11,169.33,25864,21018,9156,BERNHARD SCHULTE SHIPMANAGEMENT (CHINA) CO. LTD,MIHARA SHIPPING CO SA,2007,22341,16660
CQIY3,Portugal,9362712,255806101,Container,Monrovia,20.5,1795,,SEVILLIA,15.9,10.7,169.33,25884,21018,9156,AHRENKIEL STEAMSHIP GMBH & CO,MS SEVILLIA GmbH & Co. KG,2008,,16660
CQFJ,Portugal,9362724,255805611,Container,Madeira,20.5,1795,,MACAO STRAIT,15.9,11,169.33,25903,21018,9156,CARSTEN REHDER SCHIFFSMAKLER,MS MACAO STRAIT GmbH & Co. KG,2008,22341,16660
D5GX2,Liberia,9362736,636016590,Container,Monrovia,20.5,1795,,MELBOURNE STRAIT,15.9,10.7,169.33,25849,21018,9156,CARSTEN REHDER SCHIFFSMAKLER,Mo Containership AS,2008,22341,16660
V2CG3,Antigua and Barbuda,9362956,304157000,Container,ST. JOHN'S,18.8,916,,HOHEWEG,11.8,8.8,130.49,11804,9996,4900,RASS SCHIFFAHRT GMBH & CO,HOHEWEG SCHIFFAHRTS GMBH &amp; CO,2007,12873,9600
9HA4073,Malta,9363144,249061000,Container,VALLETTA,21,1700,,MAX KING,14.2,10,175.31,23840,18102,8666,OSM SHIP MANAGEMENT PTE,BMAX Shipping 5200 B.V.,2008,21168,15785
9HA4063,Malta,9363156,249035000,Container,Monrovia,20,1700,,MAX KUDO,14.2,10,175.31,23845,18102,8666,OSM SHIP MANAGEMENT PTE,BMax Shipping 5231 BV,2008,,15785
C4ZL2,Cyprus,9363364,212714000,Container,LIMASSOL,24,4253,,YM VANCOUVER,16.4,12.6,259.99,50632,40030,24450,DANAOS SHIPPING CO LTD,Seacarriers Lines Inc.,2007,,
9HNV9,Malta,9363376,249253000,Container,VALLETTA,24.5,4250,,ZIM RIO GRANDE,19.3,12.6,260.06,50842,40030,24450,DANAOS SHIPPING CO LTD,BAYVIEW SHIPPING INC,2008,49027,36560
3ENH8,Panama,9363390,355656000,Container,PANAMA,22.2,2553,,LEO PERDANA,16.6,11.25,189.51,33423,27104,11850,TOKEI KAIUN KK,LEO OCEAN SA,2007,29147,21735
3EON6,Panama,9363405,357747000,Container,PANAMA,22.2,2553,,KOTA PURI,16.6,9.8,189.51,33406,27104,11800,SANTOKU SHIPPING CO LTD,LUCRETIA SHIPPING SA,2008,,21735
3EKV3,Panama,9363417,372839000,Container,PANAMA,22.2,2401,,RYUJIN NAKIRA,16.6,9.8,189.51,33632,27104,11856,UNIVAN SHIP MANAGEMENT LTD,OKIYO MARITIME CORP,2007,29147,21735
3ENB7,Panama,9363429,353261000,Container,PANAMA,22.2,2553,,PORT ADELAIDE,16.6,9.8,189.51,33704,27104,11800,OSAKA ASAHI KAIUN CO. LTD,ROSEX MARITIME SA,2007,,
V2FM4,Antigua and Barbuda,9363962,305721000,Container,St. John's,16.5,1049,,HANSE ENERGY,11.2,8.2,134.66,12782,9610,4745,JOHS THODE GMBH & CO KG,MS HANSE ENERGY Schiffahrtsgesellschaft mbH & Co. KG,2008,10540,7860
H8TI,Panama,9364203,356781000,Container,St. John's,22.3,2490,,SITC MAKASSAR,,11.4,202.13,34393,27061,12221,HANSA SHIPPING GMBH & CO KG,ULYSSES MBH &amp; CO KG,2006,29194,21770
A8JG6,Liberia,9364344,636017700,Container,Monrovia,19.6,1100,,MSC KIA-ORA,11.5,8.5,141.37,13691,9940,5020,VEGA-REEDEREI GMBH & CO KG,CF LUSTRE II LLC,2006,13356,9960
A8JG7,Liberia,9364356,636017659,Container,Monrovia,15.5,1100,,VEGA LUNA,11.5,8.5,141.37,13715,9940,5020,VEGA-REEDEREI GMBH & CO KG,CF LUSTRE I LLC,2006,13048,9730
DFPG2,Germany,9364992,218845000,Container,HAMBURG,14.5,9661,,CMA CGM ORFEO,27.3,15,336.78,120892,111249,55844,CPO CONTAINERSCHIFF REEDEREI,Kommanditgesellschaft MS SANTA LAETITIA Offen Reederei GmbH & Co.,2008,92047,68640
DSOW9,"Korea, Republic of",9365154,440561000,Container,JEJU CHEJU SOUTH KOREA,16.5,962,,STAR APEX,,8.2,134.67,13002,9522,4960,NAM SUNG SHIPPING CO LTD,NAM SUNG SHIPPING CO LTD,2006,10540,7860
DSPI3,"Korea, Republic of",9365166,441030000,Container,JEJU CHEJU SOUTH KOREA,16.5,962,,PEGASUS UNIX,,8.21,134.67,13002,9522,4960,NAM SUNG SHIPPING CO LTD,NAM SUNG SHIPPING CO LTD,2007,,
5BRA2,Cyprus,9365295,212232000,Container,Limassol,22.5,3091,,FESCO DIOMID,18.7,12.15,212.75,42274,35824,15130,FESCO,ANOUKO SHIPPING CO LTD,2009,35228,26270
S6BK8,Singapore,9365673,565616000,Container,Singapore,19.3,1112,,MITRA BHUM,11.5,8.5,141.37,13844,9917,5105,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,2007,12889,9611
S6BK9,Singapore,9365685,565615000,Container,Singapore,19.3,1112,,NAWATA BHUM,11.5,8.5,141.37,13853,9917,5105,RCL FEEDER PTE LTD.,REGIONAL CONTAINER LINES PTE,2008,12712,9480
DFPH2,Germany,9365788,218846000,Container,HAMBURG,14.5,9661,,CMA CGM PELLEAS,27.3,15,336.78,120854,111249,55844,CPO CONTAINERSCHIFF REEDEREI,Kommanditgesellschaft MS SANTA LIANA Offen Reederei GmbH & Co.,2008,92047,68640
DFPI2,Germany,9365790,218843000,Container,HAMBURG,25.3,9661,,CMA CGM BUTTERFLY,27.3,15,336.78,120934,111249,55844,CPO CONTAINERSCHIFF REEDEREI,Kommanditgesellschaft MS SANTA LORENA Offen Reederei GmbH & Co.,2008,,
DFPJ2,Germany,9365805,218844000,Container,HAMBURG,26.8,9661,,CMA CGM IVANHOE,27.3,15,336.78,120944,111249,55844,CPO CONTAINERSCHIFF REEDEREI,SANTA LUCIANA,2008,,
V7AP5,Marshall Islands,9365829,538005042,Container,Majuro,19.5,1849,,NILEDUTCH OSPREY,16.1,11,167.9,26811,21092,8600,KASIF DENIZCILIK AS,TRK SHIPPING LTD,2008,17808,13280
V7PR8,Marshall Islands,9365831,538090362,Container,Majuro,19.5,1849,,CAFER DEDE,16.1,11,167.9,26811,19850,8600,KALKAVAN SHIPMANAGEMENT & CO,KALKAVAN CAIB-HAMBURG,2008,17808,13280
V7QW6,Marshall Islands,9365843,538090373,Container,Majuro,19.5,1849,,IBRAHIM DEDE,16.1,11,167.9,26811,21092,8600,KALKAVAN SHIPMANAGEMENT & CO,KALKAVAN CAIB-HAMBURG,2008,17808,13280
TCZF2,Turkey,9365855,271042433,Container,Istanbul,19.5,1849,,MUSTAFA DAYI,16.1,11,167.9,26811,19850,8600,KASIF DENIZCILIK AS,SEDEF SHIPBUILDING INC. (SEDEF GEMI INSAATI AS),2011,17808,13280
TCMO2,Turkey,9365867,271042759,Container,Istanbul,22,1849,,NEVZAT KALKAVAN,16.1,10,167.9,26811,19850,8600,KASIF DENIZCILIK AS,KANLICA DENIZCILIK,2011,21215,15820
TCTX2,Turkey,9365879,271043028,Container,Istanbul,19.5,1849,,KAAN KALKAVAN,16.1,11,167.9,26650,19850,8600,KASIF DENIZCILIK AS,KANLICA DENIZCILIK,2012,,
,Turkey,9365881,,Container,,19.5,1850,19.5,SEDEF 157,16.1,11,,26000,20000,,,SEDEF SHIPBUILDING INC. (SEDEF GEMI INSAATI AS),2010,,
9HA3465,Malta,9365960,229630000,Container,SINGAPORE,19,767,,X-PRESS MULHACEN,9.5,7.72,,9620,7702,3614,NORBULK SHIPPING UK LTD,NOVENA PTE LTD,2008,12391,9240
CQIZ7,Portugal,9365972,255806113,Container,ROTTERDAM,19,767,,CMA CGM GOYA,9.5,7.72,,9620,7702,3614,CMA SHIPS UK LTD,MACANDREWS & CO LTD,2008,12927,9640
ZDPT4,Gibraltar,9365984,236691000,Container,GIBRALTAR,19,767,,ARA LIVERPOOL,9.5,7,,9587,7702,3614,ARA SHIP MANAGEMENT BV,ARA LIVERPOOL SHIPPING BV,2008,12391,9240
PBOR,Netherlands,9365996,246051000,Container,ROTTERDAM,19,767,,ROTRA MARE,9.5,7.72,,9620,7702,3614,FLINTER MANAGEMENT BV,FLINTERCROWN BV,2009,10728,8000
V2CT4,Antigua and Barbuda,9366225,305101000,Container,ST. JOHN'S,18.8,916,,HOHERIFF,11.8,8.8,130.49,11846,9996,4900,RASS SCHIFFAHRT GMBH & CO,Hoheriff Container Schiffahrts GmbH & Co KG,2007,12873,9600
CQIT4,Portugal,9366237,255806062,Container,ST. JOHN'S,18.8,916,,AS LAETITIA,11.8,8.8,130.49,11850,9996,4900,AHRENKIEL STEAMSHIP GMBH & CO,AS LAETITIA OPCO BV,2007,12873,9600
9V3935,Singapore,9366421,565865000,Container,Istanbul,19,1155,,ASIATIC MOON,11.3,7.8,136.8,12545,9978,5016,KASIF DENIZCILIK AS,ASIATIC MOON SHIPPING PTE LTD,2006,14276,10645
9V9874,Singapore,9366433,566431000,Container,Singapore,19,1145,,ASIATIC BAY,11.3,7.8,136.8,12690,10308,5070,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,ASIATIC BAY SHIPPING PTE LTD,2007,14276,10645
9V9875,Singapore,9366445,566432000,Container,Singapore,19,1147,,ASIATIC CLOUD,11.3,7.8,136.8,12477,10308,5016,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,ASIATIC CLOUD SHIPPING PTE LTD,2007,14276,10645
